case:concept:name,concept:name,time:timestamp
2457,Validate Claim Data,2023-01-15 03:26:00
2457,Check Credit Score,2023-01-15 03:29:00
2457,Evaluate Past Accidents,2023-01-15 03:33:00
2457,Review Driving History,2023-01-15 03:42:00
2457,Check DUI and Speeding,2023-01-15 03:46:00
2457,End Claim,2023-01-15 03:53:00
2457,Make Claim Decision,2023-01-15 03:57:00
2457,Claim Approved or Rejected,2023-01-15 04:31:00
2458,Start Claim,2023-01-19 20:27:00
2458,Validate Claim Data,2023-01-19 20:31:00
2458,Check Credit Score,2023-01-19 20:43:00
2458,Review Driving History,2023-01-19 20:51:00
2458,Evaluate Past Accidents,2023-01-19 20:51:00
2458,Check DUI and Speeding,2023-01-19 20:52:00
2458,Make Claim Decision,2023-01-19 21:09:00
2458,Claim Approved or Rejected,2023-01-19 21:16:00
2458,End Claim,2023-01-19 21:47:00
2459,Start Claim,2023-02-03 13:18:00
2459,Validate Claim Data,2023-02-03 13:24:00
2459,Check Credit Score,2023-02-03 13:28:00
2459,Make Claim Decision,2023-02-03 13:36:00
2459,Review Driving History,2023-02-03 13:48:00
2459,Evaluate Past Accidents,2023-02-03 13:50:00
2459,Check DUI and Speeding,2023-02-03 14:08:00
2459,End Claim,2023-02-03 14:14:00
2459,Claim Approved or Rejected,2023-02-03 14:28:00
246,Start Claim,2023-02-01 00:40:00
246,Validate Claim Data,2023-02-01 00:46:00
246,Review Driving History,2023-02-01 00:49:00
246,Check Credit Score,2023-02-01 00:52:00
246,Evaluate Past Accidents,2023-02-01 01:00:00
246,Check DUI and Speeding,2023-02-01 01:10:00
246,Make Claim Decision,2023-02-01 01:22:00
246,Claim Approved or Rejected,2023-02-01 01:29:00
246,End Claim,2023-02-01 01:44:00
2460,Start Claim,2023-01-25 04:05:00
2460,Validate Claim Data,2023-01-25 04:12:00
2460,Check Credit Score,2023-01-25 04:17:00
2460,Evaluate Past Accidents,2023-01-25 04:29:00
2460,Make Claim Decision,2023-01-25 04:29:00
2460,Review Driving History,2023-01-25 04:32:00
2460,Claim Approved or Rejected,2023-01-25 04:40:00
2460,Check DUI and Speeding,2023-01-25 04:45:00
2460,End Claim,2023-01-25 05:25:00
2461,Start Claim,2023-01-01 23:19:00
2461,Validate Claim Data,2023-01-01 23:23:00
2461,Check DUI and Speeding,2023-01-01 23:34:00
2461,Check Credit Score,2023-01-01 23:37:00
2461,Make Claim Decision,2023-01-01 23:37:00
2461,Review Driving History,2023-01-01 23:46:00
2461,Claim Approved or Rejected,2023-01-01 23:47:00
2461,End Claim,2023-01-01 23:51:00
2461,Evaluate Past Accidents,2023-01-01 23:59:00
2462,Start Claim,2023-02-04 03:19:00
2462,Validate Claim Data,2023-02-04 03:22:00
2462,Review Driving History,2023-02-04 03:28:00
2462,Check Credit Score,2023-02-04 03:33:00
2462,End Claim,2023-02-04 03:43:00
2462,Evaluate Past Accidents,2023-02-04 03:51:00
2462,Check DUI and Speeding,2023-02-04 03:54:00
2462,Claim Approved or Rejected,2023-02-04 03:54:00
2462,Make Claim Decision,2023-02-04 04:13:00
2463,Start Claim,2023-01-23 09:23:00
2463,Validate Claim Data,2023-01-23 09:33:00
2463,Check Credit Score,2023-01-23 09:41:00
2463,Review Driving History,2023-01-23 09:47:00
2463,Claim Approved or Rejected,2023-01-23 09:51:00
2463,Evaluate Past Accidents,2023-01-23 09:55:00
2463,Check DUI and Speeding,2023-01-23 10:03:00
2463,Make Claim Decision,2023-01-23 10:11:00
2463,End Claim,2023-01-23 10:11:00
2464,Start Claim,2023-01-30 09:07:00
2464,Validate Claim Data,2023-01-30 09:10:00
2464,Check Credit Score,2023-01-30 09:15:00
2464,Review Driving History,2023-01-30 09:34:00
2464,Check DUI and Speeding,2023-01-30 09:37:00
2464,Evaluate Past Accidents,2023-01-30 09:43:00
2464,Make Claim Decision,2023-01-30 09:55:00
2464,End Claim,2023-01-30 09:55:00
2464,Claim Approved or Rejected,2023-01-30 10:03:00
2465,Start Claim,2023-02-02 19:26:00
2465,Validate Claim Data,2023-02-02 19:33:00
2465,Check Credit Score,2023-02-02 19:44:00
2465,Review Driving History,2023-02-02 19:50:00
2465,Make Claim Decision,2023-02-02 19:50:00
2465,Evaluate Past Accidents,2023-02-02 20:02:00
2465,End Claim,2023-02-02 20:06:00
2465,Check DUI and Speeding,2023-02-02 20:11:00
2465,Claim Approved or Rejected,2023-02-02 20:29:00
2466,Start Claim,2023-01-10 02:14:00
2466,Validate Claim Data,2023-01-10 02:19:00
2466,Check Credit Score,2023-01-10 02:28:00
2466,Evaluate Past Accidents,2023-01-10 02:34:00
2466,Review Driving History,2023-01-10 02:38:00
2466,Make Claim Decision,2023-01-10 02:38:00
2466,Check DUI and Speeding,2023-01-10 02:54:00
2466,Claim Approved or Rejected,2023-01-10 02:56:00
2466,End Claim,2023-01-10 03:26:00
2467,Start Claim,2023-01-24 01:29:00
2467,Validate Claim Data,2023-01-24 01:38:00
2467,Evaluate Past Accidents,2023-01-24 01:41:00
2467,Check Credit Score,2023-01-24 01:43:00
2467,Review Driving History,2023-01-24 01:59:00
2467,Make Claim Decision,2023-01-24 01:59:00
2467,Claim Approved or Rejected,2023-01-24 02:04:00
2467,Check DUI and Speeding,2023-01-24 02:19:00
2467,End Claim,2023-01-24 02:41:00
2468,Start Claim,2023-01-11 12:05:00
2468,Validate Claim Data,2023-01-11 12:08:00
2468,Check Credit Score,2023-01-11 12:15:00
2468,Evaluate Past Accidents,2023-01-11 12:17:00
2468,Review Driving History,2023-01-11 12:23:00
2468,Make Claim Decision,2023-01-11 12:23:00
2468,Claim Approved or Rejected,2023-01-11 12:40:00
2468,Check DUI and Speeding,2023-01-11 12:55:00
2468,End Claim,2023-01-11 13:09:00
2469,Start Claim,2023-01-12 05:55:00
2469,Validate Claim Data,2023-01-12 06:00:00
2469,Check Credit Score,2023-01-12 06:05:00
2469,Review Driving History,2023-01-12 06:13:00
2469,Make Claim Decision,2023-01-12 06:13:00
2469,Evaluate Past Accidents,2023-01-12 06:19:00
2469,Claim Approved or Rejected,2023-01-12 06:30:00
2469,End Claim,2023-01-12 06:35:00
2469,Check DUI and Speeding,2023-01-12 06:40:00
247,Start Claim,2023-02-03 08:17:00
247,Validate Claim Data,2023-02-03 08:26:00
247,Review Driving History,2023-02-03 08:26:00
247,Check Credit Score,2023-02-03 08:27:00
247,Evaluate Past Accidents,2023-02-03 08:41:00
247,Check DUI and Speeding,2023-02-03 08:47:00
247,Make Claim Decision,2023-02-03 08:53:00
247,End Claim,2023-02-03 08:57:00
247,Claim Approved or Rejected,2023-02-03 09:06:00
2470,Start Claim,2023-01-13 08:20:00
2470,Validate Claim Data,2023-01-13 08:29:00
2470,Review Driving History,2023-01-13 08:29:00
2470,Check Credit Score,2023-01-13 08:34:00
2470,Evaluate Past Accidents,2023-01-13 08:40:00
2470,End Claim,2023-01-13 08:52:00
2470,Check DUI and Speeding,2023-01-13 08:55:00
2470,Make Claim Decision,2023-01-13 09:08:00
2470,Claim Approved or Rejected,2023-01-13 09:16:00
2471,Start Claim,2023-01-17 12:16:00
2471,Validate Claim Data,2023-01-17 12:24:00
2471,Evaluate Past Accidents,2023-01-17 12:28:00
2471,Check Credit Score,2023-01-17 12:32:00
2471,Review Driving History,2023-01-17 12:43:00
2471,Check DUI and Speeding,2023-01-17 13:01:00
2471,Make Claim Decision,2023-01-17 13:16:00
2471,Claim Approved or Rejected,2023-01-17 13:19:00
2471,End Claim,2023-01-17 13:36:00
2472,Start Claim,2023-01-14 21:26:00
2472,Validate Claim Data,2023-01-14 21:33:00
2472,Review Driving History,2023-01-14 21:35:00
2472,Check Credit Score,2023-01-14 21:44:00
2472,Check DUI and Speeding,2023-01-14 21:46:00
2472,Evaluate Past Accidents,2023-01-14 22:02:00
2472,End Claim,2023-01-14 22:14:00
2472,Make Claim Decision,2023-01-14 22:20:00
2472,Claim Approved or Rejected,2023-01-14 22:36:00
2473,Start Claim,2023-01-06 23:06:00
2473,Validate Claim Data,2023-01-06 23:10:00
2473,Check Credit Score,2023-01-06 23:20:00
2473,Check DUI and Speeding,2023-01-06 23:21:00
2473,Review Driving History,2023-01-06 23:36:00
2473,Claim Approved or Rejected,2023-01-06 23:41:00
2473,Evaluate Past Accidents,2023-01-06 23:46:00
2473,Make Claim Decision,2023-01-07 00:06:00
2473,End Claim,2023-01-07 00:10:00
2474,Start Claim,2023-01-15 23:12:00
2474,Check Credit Score,2023-01-15 23:20:00
2474,Validate Claim Data,2023-01-15 23:22:00
2474,Review Driving History,2023-01-15 23:39:00
2474,End Claim,2023-01-15 23:44:00
2474,Check DUI and Speeding,2023-01-15 23:47:00
2474,Evaluate Past Accidents,2023-01-15 23:52:00
2474,Claim Approved or Rejected,2023-01-15 23:54:00
2474,Make Claim Decision,2023-01-16 00:12:00
2475,Start Claim,2023-01-25 00:25:00
2475,Check Credit Score,2023-01-25 00:33:00
2475,Validate Claim Data,2023-01-25 00:35:00
2475,Evaluate Past Accidents,2023-01-25 00:37:00
2475,Review Driving History,2023-01-25 00:43:00
2475,Make Claim Decision,2023-01-25 00:49:00
2475,Check DUI and Speeding,2023-01-25 00:55:00
2475,Claim Approved or Rejected,2023-01-25 01:00:00
2475,End Claim,2023-01-25 01:45:00
2476,Start Claim,2023-01-04 20:01:00
2476,Validate Claim Data,2023-01-04 20:09:00
2476,Check Credit Score,2023-01-04 20:09:00
2476,Evaluate Past Accidents,2023-01-04 20:17:00
2476,Make Claim Decision,2023-01-04 20:19:00
2476,Review Driving History,2023-01-04 20:25:00
2476,Claim Approved or Rejected,2023-01-04 20:43:00
2476,Check DUI and Speeding,2023-01-04 20:46:00
2476,End Claim,2023-01-04 20:49:00
2477,Start Claim,2023-01-10 05:57:00
2477,Validate Claim Data,2023-01-10 06:05:00
2477,Check Credit Score,2023-01-10 06:05:00
2477,Review Driving History,2023-01-10 06:06:00
2477,Evaluate Past Accidents,2023-01-10 06:17:00
2477,Claim Approved or Rejected,2023-01-10 06:18:00
2477,Make Claim Decision,2023-01-10 06:45:00
2477,Check DUI and Speeding,2023-01-10 06:47:00
2477,End Claim,2023-01-10 06:53:00
2478,Start Claim,2023-01-12 04:58:00
2478,Validate Claim Data,2023-01-12 05:03:00
2478,Check Credit Score,2023-01-12 05:10:00
2478,Evaluate Past Accidents,2023-01-12 05:10:00
2478,Check DUI and Speeding,2023-01-12 05:18:00
2478,Review Driving History,2023-01-12 05:19:00
2478,Make Claim Decision,2023-01-12 05:28:00
2478,End Claim,2023-01-12 05:38:00
2478,Claim Approved or Rejected,2023-01-12 06:08:00
2479,Start Claim,2023-01-18 09:08:00
2479,Validate Claim Data,2023-01-18 09:13:00
2479,Evaluate Past Accidents,2023-01-18 09:20:00
2479,Check Credit Score,2023-01-18 09:22:00
2479,Review Driving History,2023-01-18 09:38:00
2479,Check DUI and Speeding,2023-01-18 09:58:00
2479,Make Claim Decision,2023-01-18 10:02:00
2479,Claim Approved or Rejected,2023-01-18 10:04:00
2479,End Claim,2023-01-18 10:04:00
248,Start Claim,2023-01-08 03:05:00
248,Validate Claim Data,2023-01-08 03:09:00
248,Check Credit Score,2023-01-08 03:19:00
248,Evaluate Past Accidents,2023-01-08 03:21:00
248,Review Driving History,2023-01-08 03:29:00
248,Check DUI and Speeding,2023-01-08 03:40:00
248,Claim Approved or Rejected,2023-01-08 03:40:00
248,Make Claim Decision,2023-01-08 04:05:00
248,End Claim,2023-01-08 04:17:00
2480,Start Claim,2023-02-02 03:04:00
2480,Validate Claim Data,2023-02-02 03:13:00
2480,Evaluate Past Accidents,2023-02-02 03:20:00
2480,Check Credit Score,2023-02-02 03:22:00
2480,Review Driving History,2023-02-02 03:25:00
2480,Check DUI and Speeding,2023-02-02 03:39:00
2480,Claim Approved or Rejected,2023-02-02 03:46:00
2480,Make Claim Decision,2023-02-02 04:04:00
2480,End Claim,2023-02-02 04:08:00
2481,Start Claim,2023-01-29 05:59:00
2481,Validate Claim Data,2023-01-29 06:06:00
2481,Check Credit Score,2023-01-29 06:11:00
2481,Check DUI and Speeding,2023-01-29 06:14:00
2481,Review Driving History,2023-01-29 06:17:00
2481,Evaluate Past Accidents,2023-01-29 06:39:00
2481,End Claim,2023-01-29 06:55:00
2481,Make Claim Decision,2023-01-29 06:59:00
2481,Claim Approved or Rejected,2023-01-29 07:09:00
2482,Start Claim,2023-01-17 17:22:00
2482,Validate Claim Data,2023-01-17 17:26:00
2482,Check Credit Score,2023-01-17 17:36:00
2482,Review Driving History,2023-01-17 17:46:00
2482,Evaluate Past Accidents,2023-01-17 17:46:00
2482,Make Claim Decision,2023-01-17 17:52:00
2482,Check DUI and Speeding,2023-01-17 17:57:00
2482,Claim Approved or Rejected,2023-01-17 18:32:00
2482,End Claim,2023-01-17 18:34:00
2483,Start Claim,2023-01-01 08:44:00
2483,Validate Claim Data,2023-01-01 08:48:00
2483,Check Credit Score,2023-01-01 09:04:00
2483,Review Driving History,2023-01-01 09:05:00
2483,Evaluate Past Accidents,2023-01-01 09:08:00
2483,End Claim,2023-01-01 09:08:00
2483,Check DUI and Speeding,2023-01-01 09:14:00
2483,Claim Approved or Rejected,2023-01-01 09:26:00
2483,Make Claim Decision,2023-01-01 09:32:00
2484,Start Claim,2023-01-29 21:15:00
2484,Validate Claim Data,2023-01-29 21:25:00
2484,Check Credit Score,2023-01-29 21:25:00
2484,Evaluate Past Accidents,2023-01-29 21:27:00
2484,Review Driving History,2023-01-29 21:36:00
2484,Make Claim Decision,2023-01-29 21:45:00
2484,Check DUI and Speeding,2023-01-29 21:50:00
2484,Claim Approved or Rejected,2023-01-29 22:25:00
2484,End Claim,2023-01-29 22:35:00
2485,Start Claim,2023-01-27 13:24:00
2485,Validate Claim Data,2023-01-27 13:32:00
2485,Check Credit Score,2023-01-27 13:34:00
2485,Evaluate Past Accidents,2023-01-27 13:36:00
2485,Review Driving History,2023-01-27 13:48:00
2485,Check DUI and Speeding,2023-01-27 14:04:00
2485,Claim Approved or Rejected,2023-01-27 14:13:00
2485,Make Claim Decision,2023-01-27 14:18:00
2485,End Claim,2023-01-27 14:28:00
2486,Start Claim,2023-01-13 00:51:00
2486,Validate Claim Data,2023-01-13 00:57:00
2486,Check DUI and Speeding,2023-01-13 01:06:00
2486,Check Credit Score,2023-01-13 01:11:00
2486,Review Driving History,2023-01-13 01:15:00
2486,Evaluate Past Accidents,2023-01-13 01:15:00
2486,Claim Approved or Rejected,2023-01-13 01:26:00
2486,Make Claim Decision,2023-01-13 01:33:00
2486,End Claim,2023-01-13 01:47:00
2487,Start Claim,2023-02-04 00:25:00
2487,Validate Claim Data,2023-02-04 00:33:00
2487,Review Driving History,2023-02-04 00:40:00
2487,Check Credit Score,2023-02-04 00:41:00
2487,Evaluate Past Accidents,2023-02-04 00:45:00
2487,Check DUI and Speeding,2023-02-04 00:55:00
2487,Make Claim Decision,2023-02-04 00:55:00
2487,End Claim,2023-02-04 00:57:00
2487,Claim Approved or Rejected,2023-02-04 01:00:00
2488,Start Claim,2023-02-01 19:56:00
2488,Validate Claim Data,2023-02-01 20:03:00
2488,Review Driving History,2023-02-01 20:05:00
2488,Check Credit Score,2023-02-01 20:08:00
2488,Claim Approved or Rejected,2023-02-01 20:24:00
2488,Check DUI and Speeding,2023-02-01 20:26:00
2488,Evaluate Past Accidents,2023-02-01 20:32:00
2488,End Claim,2023-02-01 20:36:00
2488,Make Claim Decision,2023-02-01 20:50:00
2489,Start Claim,2023-01-12 01:50:00
2489,Validate Claim Data,2023-01-12 01:59:00
2489,Review Driving History,2023-01-12 01:59:00
2489,Check Credit Score,2023-01-12 02:06:00
2489,Make Claim Decision,2023-01-12 02:14:00
2489,Evaluate Past Accidents,2023-01-12 02:18:00
2489,Claim Approved or Rejected,2023-01-12 02:18:00
2489,Check DUI and Speeding,2023-01-12 02:35:00
2489,End Claim,2023-01-12 03:10:00
249,Start Claim,2023-01-27 16:00:00
249,Validate Claim Data,2023-01-27 16:05:00
249,Check Credit Score,2023-01-27 16:12:00
249,Review Driving History,2023-01-27 16:18:00
249,Check DUI and Speeding,2023-01-27 16:35:00
249,Evaluate Past Accidents,2023-01-27 16:36:00
249,Make Claim Decision,2023-01-27 16:54:00
249,Claim Approved or Rejected,2023-01-27 16:56:00
249,End Claim,2023-01-27 16:56:00
2490,Start Claim,2023-01-13 01:56:00
2490,Validate Claim Data,2023-01-13 02:03:00
2490,Review Driving History,2023-01-13 02:08:00
2490,Check DUI and Speeding,2023-01-13 02:11:00
2490,Check Credit Score,2023-01-13 02:16:00
2490,Evaluate Past Accidents,2023-01-13 02:28:00
2490,Make Claim Decision,2023-01-13 02:38:00
2490,Claim Approved or Rejected,2023-01-13 02:38:00
2490,End Claim,2023-01-13 03:08:00
2491,Start Claim,2023-02-04 19:08:00
2491,Check Credit Score,2023-02-04 19:14:00
2491,Validate Claim Data,2023-02-04 19:17:00
2491,Review Driving History,2023-02-04 19:38:00
2491,Check DUI and Speeding,2023-02-04 19:38:00
2491,Claim Approved or Rejected,2023-02-04 19:43:00
2491,Make Claim Decision,2023-02-04 19:44:00
2491,Evaluate Past Accidents,2023-02-04 19:48:00
2491,End Claim,2023-02-04 20:20:00
2492,Start Claim,2023-01-04 13:52:00
2492,Validate Claim Data,2023-01-04 14:02:00
2492,Review Driving History,2023-01-04 14:04:00
2492,Check Credit Score,2023-01-04 14:08:00
2492,Make Claim Decision,2023-01-04 14:16:00
2492,End Claim,2023-01-04 14:16:00
2492,Check DUI and Speeding,2023-01-04 14:27:00
2492,Evaluate Past Accidents,2023-01-04 14:32:00
2492,Claim Approved or Rejected,2023-01-04 14:55:00
2493,Start Claim,2023-01-13 20:38:00
2493,Validate Claim Data,2023-01-13 20:46:00
2493,Review Driving History,2023-01-13 20:47:00
2493,Check Credit Score,2023-01-13 20:56:00
2493,Evaluate Past Accidents,2023-01-13 21:06:00
2493,Make Claim Decision,2023-01-13 21:08:00
2493,Claim Approved or Rejected,2023-01-13 21:20:00
2493,Check DUI and Speeding,2023-01-13 21:28:00
2493,End Claim,2023-01-13 21:42:00
2494,Start Claim,2023-01-15 02:12:00
2494,Validate Claim Data,2023-01-15 02:17:00
2494,Check Credit Score,2023-01-15 02:22:00
2494,Review Driving History,2023-01-15 02:24:00
2494,Evaluate Past Accidents,2023-01-15 02:36:00
2494,End Claim,2023-01-15 02:36:00
2494,Check DUI and Speeding,2023-01-15 02:42:00
2494,Claim Approved or Rejected,2023-01-15 02:47:00
2494,Make Claim Decision,2023-01-15 02:48:00
2495,Start Claim,2023-01-01 09:44:00
2495,Validate Claim Data,2023-01-01 09:48:00
2495,Evaluate Past Accidents,2023-01-01 09:56:00
2495,Check Credit Score,2023-01-01 10:00:00
2495,Claim Approved or Rejected,2023-01-01 10:05:00
2495,Review Driving History,2023-01-01 10:11:00
2495,End Claim,2023-01-01 10:16:00
2495,Check DUI and Speeding,2023-01-01 10:24:00
2495,Make Claim Decision,2023-01-01 10:44:00
2496,Start Claim,2023-01-20 12:49:00
2496,Review Driving History,2023-01-20 12:58:00
2496,Validate Claim Data,2023-01-20 12:59:00
2496,Check Credit Score,2023-01-20 13:07:00
2496,Evaluate Past Accidents,2023-01-20 13:13:00
2496,Check DUI and Speeding,2023-01-20 13:24:00
2496,End Claim,2023-01-20 13:29:00
2496,Make Claim Decision,2023-01-20 13:37:00
2496,Claim Approved or Rejected,2023-01-20 13:38:00
2497,Start Claim,2023-01-29 00:23:00
2497,Validate Claim Data,2023-01-29 00:26:00
2497,Check Credit Score,2023-01-29 00:29:00
2497,Review Driving History,2023-01-29 00:38:00
2497,Evaluate Past Accidents,2023-01-29 00:43:00
2497,Check DUI and Speeding,2023-01-29 01:03:00
2497,End Claim,2023-01-29 01:03:00
2497,Make Claim Decision,2023-01-29 01:11:00
2497,Claim Approved or Rejected,2023-01-29 01:19:00
2498,Start Claim,2023-01-22 19:20:00
2498,Validate Claim Data,2023-01-22 19:27:00
2498,Check Credit Score,2023-01-22 19:32:00
2498,Review Driving History,2023-01-22 19:50:00
2498,Check DUI and Speeding,2023-01-22 19:50:00
2498,Evaluate Past Accidents,2023-01-22 20:00:00
2498,Make Claim Decision,2023-01-22 20:08:00
2498,Claim Approved or Rejected,2023-01-22 20:23:00
2498,End Claim,2023-01-22 20:24:00
2499,Start Claim,2023-01-25 18:52:00
2499,Validate Claim Data,2023-01-25 18:59:00
2499,Check Credit Score,2023-01-25 19:04:00
2499,Review Driving History,2023-01-25 19:13:00
2499,Check DUI and Speeding,2023-01-25 19:17:00
2499,Evaluate Past Accidents,2023-01-25 19:28:00
2499,Make Claim Decision,2023-01-25 19:28:00
2499,Claim Approved or Rejected,2023-01-25 19:48:00
2499,End Claim,2023-01-25 20:04:00
25,Start Claim,2023-01-07 18:20:00
25,Validate Claim Data,2023-01-07 18:28:00
25,Check Credit Score,2023-01-07 18:30:00
25,Check DUI and Speeding,2023-01-07 18:40:00
25,Review Driving History,2023-01-07 18:44:00
25,Evaluate Past Accidents,2023-01-07 18:52:00
25,Make Claim Decision,2023-01-07 19:02:00
25,Claim Approved or Rejected,2023-01-07 19:02:00
25,End Claim,2023-01-07 19:16:00
250,Start Claim,2023-02-03 20:52:00
250,Validate Claim Data,2023-02-03 21:00:00
250,Check Credit Score,2023-02-03 21:04:00
250,Review Driving History,2023-02-03 21:07:00
250,Evaluate Past Accidents,2023-02-03 21:08:00
250,Make Claim Decision,2023-02-03 21:10:00
250,Claim Approved or Rejected,2023-02-03 21:27:00
250,Check DUI and Speeding,2023-02-03 21:42:00
250,End Claim,2023-02-03 21:48:00
2500,Start Claim,2023-01-05 20:51:00
2500,Validate Claim Data,2023-01-05 20:57:00
2500,Evaluate Past Accidents,2023-01-05 21:03:00
2500,Check Credit Score,2023-01-05 21:07:00
2500,Check DUI and Speeding,2023-01-05 21:11:00
2500,Review Driving History,2023-01-05 21:12:00
2500,Claim Approved or Rejected,2023-01-05 21:12:00
2500,End Claim,2023-01-05 21:31:00
2500,Make Claim Decision,2023-01-05 21:39:00
2501,Start Claim,2023-01-07 23:16:00
2501,Validate Claim Data,2023-01-07 23:22:00
2501,Check Credit Score,2023-01-07 23:34:00
2501,Claim Approved or Rejected,2023-01-07 23:37:00
2501,Make Claim Decision,2023-01-07 23:40:00
2501,Review Driving History,2023-01-07 23:46:00
2501,Check DUI and Speeding,2023-01-07 23:51:00
2501,Evaluate Past Accidents,2023-01-07 23:52:00
2501,End Claim,2023-01-07 23:56:00
2502,Start Claim,2023-01-06 06:35:00
2502,Validate Claim Data,2023-01-06 06:45:00
2502,Check Credit Score,2023-01-06 06:47:00
2502,Review Driving History,2023-01-06 06:59:00
2502,Evaluate Past Accidents,2023-01-06 07:03:00
2502,Claim Approved or Rejected,2023-01-06 07:17:00
2502,Check DUI and Speeding,2023-01-06 07:20:00
2502,Make Claim Decision,2023-01-06 07:35:00
2502,End Claim,2023-01-06 07:55:00
2503,Start Claim,2023-01-02 02:23:00
2503,Validate Claim Data,2023-01-02 02:28:00
2503,Check Credit Score,2023-01-02 02:33:00
2503,Review Driving History,2023-01-02 02:41:00
2503,Evaluate Past Accidents,2023-01-02 02:59:00
2503,End Claim,2023-01-02 03:11:00
2503,Check DUI and Speeding,2023-01-02 03:13:00
2503,Make Claim Decision,2023-01-02 03:17:00
2503,Claim Approved or Rejected,2023-01-02 03:33:00
2504,Start Claim,2023-01-23 22:48:00
2504,Validate Claim Data,2023-01-23 22:57:00
2504,Check Credit Score,2023-01-23 23:00:00
2504,Review Driving History,2023-01-23 23:00:00
2504,Make Claim Decision,2023-01-23 23:06:00
2504,Claim Approved or Rejected,2023-01-23 23:09:00
2504,Check DUI and Speeding,2023-01-23 23:13:00
2504,Evaluate Past Accidents,2023-01-23 23:24:00
2504,End Claim,2023-01-23 23:44:00
2505,Start Claim,2023-02-04 22:01:00
2505,Validate Claim Data,2023-02-04 22:07:00
2505,Check Credit Score,2023-02-04 22:15:00
2505,Make Claim Decision,2023-02-04 22:19:00
2505,Evaluate Past Accidents,2023-02-04 22:25:00
2505,Review Driving History,2023-02-04 22:28:00
2505,Claim Approved or Rejected,2023-02-04 22:43:00
2505,Check DUI and Speeding,2023-02-04 22:51:00
2505,End Claim,2023-02-04 23:21:00
2506,Start Claim,2023-01-22 18:47:00
2506,Check Credit Score,2023-01-22 18:53:00
2506,Validate Claim Data,2023-01-22 18:55:00
2506,Review Driving History,2023-01-22 18:59:00
2506,Check DUI and Speeding,2023-01-22 19:17:00
2506,Evaluate Past Accidents,2023-01-22 19:23:00
2506,Claim Approved or Rejected,2023-01-22 19:36:00
2506,Make Claim Decision,2023-01-22 19:41:00
2506,End Claim,2023-01-22 19:43:00
2507,Start Claim,2023-01-25 10:33:00
2507,Validate Claim Data,2023-01-25 10:36:00
2507,Check Credit Score,2023-01-25 10:51:00
2507,Review Driving History,2023-01-25 11:00:00
2507,Evaluate Past Accidents,2023-01-25 11:01:00
2507,End Claim,2023-01-25 11:13:00
2507,Make Claim Decision,2023-01-25 11:15:00
2507,Claim Approved or Rejected,2023-01-25 11:22:00
2507,Check DUI and Speeding,2023-01-25 11:23:00
2508,Start Claim,2023-02-01 12:18:00
2508,Validate Claim Data,2023-02-01 12:27:00
2508,Check Credit Score,2023-02-01 12:30:00
2508,Review Driving History,2023-02-01 12:36:00
2508,Check DUI and Speeding,2023-02-01 12:38:00
2508,Claim Approved or Rejected,2023-02-01 12:39:00
2508,Evaluate Past Accidents,2023-02-01 12:42:00
2508,End Claim,2023-02-01 12:50:00
2508,Make Claim Decision,2023-02-01 13:18:00
2509,Start Claim,2023-01-06 04:29:00
2509,Check Credit Score,2023-01-06 04:35:00
2509,Validate Claim Data,2023-01-06 04:37:00
2509,Review Driving History,2023-01-06 04:53:00
2509,Evaluate Past Accidents,2023-01-06 04:57:00
2509,Make Claim Decision,2023-01-06 04:59:00
2509,Claim Approved or Rejected,2023-01-06 05:11:00
2509,Check DUI and Speeding,2023-01-06 05:19:00
2509,End Claim,2023-01-06 05:41:00
251,Start Claim,2023-01-05 22:36:00
251,Validate Claim Data,2023-01-05 22:42:00
251,Check Credit Score,2023-01-05 22:42:00
251,Check DUI and Speeding,2023-01-05 22:51:00
251,Evaluate Past Accidents,2023-01-05 22:52:00
251,Claim Approved or Rejected,2023-01-05 23:04:00
251,Review Driving History,2023-01-05 23:06:00
251,End Claim,2023-01-05 23:08:00
251,Make Claim Decision,2023-01-05 23:24:00
2510,Start Claim,2023-01-05 20:45:00
2510,Validate Claim Data,2023-01-05 20:49:00
2510,Check Credit Score,2023-01-05 21:01:00
2510,Review Driving History,2023-01-05 21:06:00
2510,Evaluate Past Accidents,2023-01-05 21:13:00
2510,Check DUI and Speeding,2023-01-05 21:20:00
2510,Claim Approved or Rejected,2023-01-05 21:41:00
2510,End Claim,2023-01-05 21:41:00
2510,Make Claim Decision,2023-01-05 21:45:00
2511,Start Claim,2023-01-06 20:02:00
2511,Check Credit Score,2023-01-06 20:10:00
2511,Validate Claim Data,2023-01-06 20:11:00
2511,Review Driving History,2023-01-06 20:20:00
2511,Claim Approved or Rejected,2023-01-06 20:30:00
2511,Check DUI and Speeding,2023-01-06 20:37:00
2511,Evaluate Past Accidents,2023-01-06 20:38:00
2511,Make Claim Decision,2023-01-06 20:44:00
2511,End Claim,2023-01-06 20:50:00
2512,Start Claim,2023-01-05 09:41:00
2512,Check Credit Score,2023-01-05 09:49:00
2512,Validate Claim Data,2023-01-05 09:51:00
2512,Review Driving History,2023-01-05 10:11:00
2512,Check DUI and Speeding,2023-01-05 10:11:00
2512,Evaluate Past Accidents,2023-01-05 10:13:00
2512,Make Claim Decision,2023-01-05 10:29:00
2512,End Claim,2023-01-05 10:37:00
2512,Claim Approved or Rejected,2023-01-05 10:44:00
